Bowler Type,Ball Length,Ball Line,Speed (km/h),Shot Type,Runs Scored,Wicket,Field Placement,Angle,Bounce (cm),Field Positions
Fast,Good,Leg-stump,130,Cut,0,0,Defensive,-10.549413039117345,111,Slips
Fast,Good,Off-stump,143,Flick,2,0,Balanced,4.461094916871403,71,Fine Leg
Spin,Good,Leg-stump,120,Pull,0,0,Balanced,-3.503494914772192,61,Long-off
Spin,Good,Leg-stump,139,Straight Drive,0,0,Aggressive,7.9117706333291515,91,Point
Fast,Short,Middle,112,Straight Drive,0,0,Defensive,-9.54311957775282,46,Fine Leg
Spin,Good,Leg-stump,123,Edge,4,0,Balanced,-12.097644073247428,53,Long-on
Spin,Short,Off-stump,146,Defensive,3,0,Balanced,1.5623082498418235,95,Square Leg
Spin,Full,Middle,148,Straight Drive,0,0,Defensive,-4.997842476453142,101,Long-on
Spin,Full,Off-stump,115,Edge,1,0,Aggressive,8.268754555923358,28,Slips
Fast,Short,Off-stump,132,Flick,4,0,Aggressive,-4.685329080340505,28,Fine Leg
Spin,Good,Off-stump,117,Straight Drive,2,0,Balanced,-13.591665163641006,39,Square Leg
Spin,Good,Middle,142,Sweep,2,0,Defensive,12.675462756801103,38,Long-off
Spin,Full,Leg-stump,111,Defensive,1,0,Balanced,8.979968928602869,83,Mid-wicket
Spin,Short,Middle,126,Sweep,6,0,Defensive,5.494719960158868,89,Long-off
Spin,Good,Middle,125,Cover Drive,3,0,Aggressive,-4.82518449032192,73,Cover
Fast,Good,Off-stump,135,Defensive,4,0,Balanced,-13.229536771519621,53,Mid-wicket
Spin,Full,Leg-stump,128,Edge,1,0,Aggressive,-4.189014539482283,35,Slips
Fast,Full,Leg-stump,128,Hook,0,0,Aggressive,-3.9567266969441572,46,Point
Spin,Good,Off-stump,115,Cover Drive,0,0,Aggressive,-0.10472310382442629,91,Long-off
Spin,Good,Middle,145,Cut,0,1,Defensive,2.5845284617109066,36,Long-off
Fast,Full,Off-stump,144,Flick,3,0,Defensive,-9.782413825367424,117,Long-off
Spin,Good,Middle,123,Cut,3,0,Balanced,2.466453818215406,63,Long-on
Fast,Full,Middle,146,Sweep,0,0,Balanced,8.124420112160244,85,Slips
Spin,Good,Middle,144,Edge,0,0,Balanced,1.6005092652407313,60,Square Leg
Spin,Full,Leg-stump,132,Cover Drive,0,1,Defensive,0.9057096260214781,56,Mid-wicket
Fast,Full,Off-stump,142,Pull,0,0,Defensive,11.046250836754588,112,Slips
Fast,Full,Leg-stump,134,Pull,3,0,Balanced,-9.99081611891106,55,Mid-wicket
Spin,Good,Leg-stump,123,Defensive,0,0,Balanced,-4.207077013882817,119,Point
Fast,Short,Leg-stump,129,Pull,4,0,Balanced,-14.648802802746566,62,Long-off
Fast,Good,Off-stump,120,Edge,0,0,Defensive,-3.838662746996077,77,Cover
Fast,Full,Leg-stump,124,Defensive,0,0,Balanced,6.309470420171429,42,Long-on
Spin,Good,Middle,142,Hook,6,0,Aggressive,12.887403372793024,96,Square Leg
Spin,Short,Off-stump,149,Straight Drive,1,0,Defensive,-0.173997280825116,97,Point
Fast,Short,Leg-stump,126,Edge,4,0,Aggressive,6.250841321661543,56,Mid-wicket
Fast,Short,Middle,136,Cut,3,0,Balanced,-0.12722409789172673,79,Cover
Spin,Full,Off-stump,125,Sweep,0,0,Aggressive,0.22677248794297356,21,Long-off
Spin,Short,Leg-stump,112,Sweep,0,0,Balanced,-5.630919638803132,72,Mid-wicket
Spin,Full,Middle,148,Sweep,2,0,Balanced,-14.498391099773215,18,Slips
Spin,Good,Middle,116,Edge,3,0,Aggressive,-3.442131414359169,38,Cover
Spin,Full,Leg-stump,123,Sweep,0,1,Balanced,2.8784910791115834,62,Mid-wicket
Fast,Full,Middle,136,Straight Drive,6,0,Balanced,-10.53206296575149,13,Slips
Spin,Short,Middle,126,Straight Drive,1,1,Aggressive,13.148064553232679,15,Point
Spin,Good,Leg-stump,118,Cut,0,0,Defensive,1.0922144329203611,111,Square Leg
Fast,Short,Off-stump,126,Cut,0,0,Defensive,-12.578158035991386,93,Slips
Fast,Good,Leg-stump,149,Edge,6,0,Balanced,-12.127272474011313,42,Fine Leg
Spin,Full,Leg-stump,121,Cover Drive,2,0,Balanced,12.308525704674569,117,Point
Spin,Good,Middle,131,Cover Drive,2,0,Defensive,13.841108058908713,40,Mid-wicket
Spin,Full,Off-stump,133,Hook,4,0,Aggressive,14.928381730693804,91,Mid-wicket
Fast,Good,Middle,112,Hook,1,0,Aggressive,10.42939707566704,112,Point
Spin,Full,Leg-stump,148,Straight Drive,3,0,Defensive,4.975339251455889,24,Square Leg
Spin,Full,Middle,114,Edge,1,0,Defensive,5.067698001836295,103,Square Leg
Spin,Full,Leg-stump,121,Flick,6,0,Defensive,-0.8340767457958034,70,Mid-wicket
Fast,Good,Middle,116,Straight Drive,2,0,Aggressive,10.987034790895322,65,Point
Spin,Short,Middle,149,Edge,0,0,Balanced,11.35130006245791,73,Point
Spin,Short,Middle,125,Edge,1,0,Balanced,-5.114069897266479,84,Mid-wicket
Spin,Full,Middle,148,Straight Drive,1,0,Defensive,2.940501384442083,40,Square Leg
Fast,Full,Off-stump,144,Defensive,6,0,Balanced,-10.958270518611231,95,Slips
Fast,Good,Middle,112,Hook,0,0,Defensive,-2.21600266066082,30,Slips
Fast,Full,Leg-stump,131,Hook,1,0,Aggressive,-0.44216784311872814,11,Cover
Spin,Good,Off-stump,118,Sweep,3,0,Balanced,-12.87523295388937,69,Square Leg
Fast,Full,Off-stump,116,Sweep,1,0,Aggressive,-12.15489812499689,70,Point
Spin,Full,Off-stump,119,Flick,0,0,Defensive,-2.045991391305055,38,Square Leg
Spin,Short,Leg-stump,138,Defensive,3,0,Defensive,-4.665478221430474,74,Slips
Fast,Good,Middle,144,Pull,0,0,Aggressive,-14.428633848960851,90,Long-on
Fast,Good,Off-stump,113,Pull,3,0,Balanced,9.498434686154926,64,Mid-wicket
Fast,Good,Off-stump,136,Sweep,0,0,Balanced,-5.280017049334125,40,Cover
Fast,Short,Off-stump,134,Defensive,2,0,Defensive,7.527493461124092,62,Mid-wicket
Fast,Good,Middle,111,Flick,1,0,Defensive,-0.5901690732154066,88,Long-off
Spin,Full,Middle,126,Hook,2,0,Aggressive,5.344777868688922,84,Square Leg
Fast,Full,Middle,122,Sweep,3,0,Aggressive,-6.627545821406185,104,Fine Leg
Fast,Full,Middle,134,Flick,4,0,Defensive,-2.2503600859880297,95,Point
Fast,Full,Middle,128,Pull,1,0,Defensive,5.098146612871741,103,Point
Spin,Good,Leg-stump,125,Pull,6,0,Balanced,0.6765879455283681,23,Slips
Fast,Full,Off-stump,146,Pull,1,0,Aggressive,-10.325865746326393,46,Square Leg
Spin,Full,Leg-stump,110,Cut,4,0,Defensive,-7.421043777023009,52,Long-on
Spin,Full,Off-stump,129,Straight Drive,2,0,Defensive,-0.36156424150765076,111,Long-on
Fast,Good,Off-stump,121,Sweep,1,0,Aggressive,14.13461528591359,74,Long-off
Fast,Good,Leg-stump,146,Hook,0,0,Balanced,-2.4247197547975077,21,Long-on
Fast,Full,Off-stump,111,Pull,2,0,Balanced,7.030947596959493,115,Square Leg
Spin,Short,Middle,141,Cover Drive,2,0,Balanced,7.987561182195428,112,Square Leg
Spin,Full,Off-stump,116,Pull,4,0,Balanced,10.337910204158835,42,Square Leg
Fast,Good,Off-stump,115,Sweep,0,0,Defensive,5.761489585816822,91,Fine Leg
Fast,Full,Middle,147,Defensive,0,0,Aggressive,-0.8795047606132496,27,Long-off
Spin,Short,Off-stump,142,Edge,0,0,Balanced,-6.336235723794795,48,Long-on
Spin,Good,Middle,112,Flick,4,0,Aggressive,-10.884494859841634,44,Slips
Spin,Full,Leg-stump,135,Defensive,6,0,Aggressive,-7.104715359926872,99,Cover
Fast,Full,Leg-stump,112,Cut,4,0,Aggressive,2.5620344374859343,52,Cover
Fast,Full,Middle,118,Sweep,1,0,Balanced,-10.067433164965896,101,Long-on
Fast,Good,Off-stump,125,Hook,1,0,Defensive,5.485761907005745,104,Cover
Fast,Short,Leg-stump,129,Cut,3,0,Defensive,12.17128398711867,44,Long-off
Fast,Full,Off-stump,137,Defensive,1,0,Defensive,-2.4721933175245123,52,Cover
Spin,Short,Leg-stump,130,Pull,0,1,Aggressive,14.802054114872249,107,Long-off
Spin,Full,Middle,125,Sweep,3,0,Aggressive,1.6336015963269936,92,Slips
Spin,Good,Off-stump,143,Pull,0,0,Balanced,5.774747416950877,25,Cover
Spin,Good,Leg-stump,141,Cut,0,0,Aggressive,-0.26165714508447024,99,Slips
Spin,Full,Middle,130,Hook,0,0,Aggressive,6.553061941597409,99,Cover
Fast,Full,Off-stump,130,Hook,1,0,Balanced,13.075169765291484,16,Slips
Spin,Good,Middle,115,Hook,4,0,Aggressive,4.234691402742552,16,Square Leg
Spin,Short,Middle,131,Cut,0,0,Defensive,-2.6710286592696004,42,Long-on
Fast,Good,Middle,149,Straight Drive,4,0,Balanced,6.540963413305025,93,Long-off
Spin,Short,Middle,132,Hook,3,0,Defensive,5.720447115182914,56,Fine Leg
Fast,Full,Off-stump,114,Straight Drive,1,0,Aggressive,-14.682602276977711,63,Long-off
Spin,Full,Leg-stump,128,Cover Drive,6,0,Balanced,-0.16405338438959127,77,Square Leg
Fast,Full,Middle,125,Defensive,0,0,Balanced,6.348548910769271,41,Fine Leg
Spin,Good,Middle,116,Pull,0,0,Defensive,-11.38253350595433,101,Fine Leg
Spin,Full,Leg-stump,120,Cover Drive,0,0,Defensive,9.441397327843262,18,Point
Spin,Full,Middle,141,Cover Drive,0,0,Balanced,2.5648667057303136,117,Slips
Spin,Short,Off-stump,134,Straight Drive,6,0,Balanced,5.86807349454849,72,Point
Spin,Good,Off-stump,142,Edge,1,0,Defensive,-13.52950442956758,43,Fine Leg
Fast,Short,Off-stump,146,Hook,2,0,Balanced,13.479515881048592,14,Fine Leg
Spin,Full,Middle,119,Straight Drive,3,0,Balanced,-9.6726846017008,105,Fine Leg
Spin,Short,Off-stump,110,Sweep,4,0,Aggressive,-10.616479335724046,96,Fine Leg
Spin,Short,Middle,141,Edge,4,0,Defensive,-9.145599305242637,73,Cover
Spin,Short,Middle,125,Pull,0,0,Aggressive,-7.553711757174383,23,Square Leg
Spin,Short,Middle,144,Cut,4,0,Defensive,5.78820245252324,37,Point
Spin,Full,Middle,120,Straight Drive,0,0,Aggressive,-12.37381413376829,51,Long-on
Spin,Full,Middle,131,Edge,4,0,Aggressive,-5.246572071041317,92,Mid-wicket
Fast,Full,Leg-stump,112,Straight Drive,4,0,Balanced,-9.287526577091304,110,Long-on
Fast,Short,Leg-stump,130,Cut,0,0,Balanced,-0.9073494064847196,17,Square Leg
Fast,Good,Middle,131,Pull,3,0,Balanced,-1.30169697588358,103,Cover
Fast,Short,Middle,129,Hook,0,0,Defensive,8.899900730529893,21,Long-off
Fast,Full,Middle,133,Hook,1,0,Defensive,12.07177680293072,17,Long-on
Spin,Short,Middle,139,Straight Drive,0,0,Defensive,-4.946587410427885,28,Fine Leg
Fast,Short,Leg-stump,122,Straight Drive,3,0,Balanced,13.091099195736973,22,Long-on
Fast,Good,Off-stump,114,Sweep,4,0,Aggressive,-5.740863022027758,91,Square Leg
Fast,Full,Leg-stump,120,Pull,4,0,Aggressive,9.695077801604175,57,Long-off
Spin,Full,Middle,116,Cover Drive,2,0,Balanced,13.303962282186568,61,Cover
Spin,Good,Leg-stump,115,Straight Drive,4,1,Defensive,-12.948544344408575,76,Cover
Fast,Short,Leg-stump,122,Cover Drive,0,0,Aggressive,5.4978436057942766,96,Square Leg
Fast,Short,Off-stump,132,Cut,0,0,Balanced,-4.334236793808687,38,Long-on
Spin,Good,Leg-stump,144,Sweep,0,0,Balanced,6.93906894121767,16,Mid-wicket
Fast,Short,Leg-stump,141,Hook,1,0,Defensive,6.16986462177503,40,Slips
Fast,Good,Middle,121,Defensive,2,0,Defensive,-4.960729109676231,34,Square Leg
Fast,Good,Middle,148,Defensive,3,0,Balanced,-13.602995644424334,70,Long-on
Spin,Good,Middle,147,Edge,4,0,Balanced,9.186475855171405,43,Long-on
Spin,Full,Middle,126,Edge,4,0,Defensive,1.482497236701608,107,Long-on
Fast,Full,Middle,120,Flick,4,0,Aggressive,-7.439258971738717,39,Long-on
Fast,Full,Middle,115,Hook,0,0,Aggressive,-9.597195027459406,13,Cover
Fast,Good,Middle,131,Cut,0,0,Balanced,-6.072383369459489,55,Cover
Spin,Full,Off-stump,128,Sweep,0,0,Defensive,-3.153402480388566,97,Long-off
Fast,Full,Off-stump,123,Straight Drive,2,0,Defensive,-11.699187909428638,80,Point
Spin,Good,Middle,140,Cover Drive,3,0,Balanced,-6.856761757564872,117,Point
Spin,Good,Leg-stump,128,Defensive,4,0,Aggressive,-12.480223534490392,75,Fine Leg
Fast,Full,Off-stump,139,Sweep,1,0,Defensive,13.848863469057843,81,Slips
Fast,Short,Off-stump,140,Hook,0,0,Defensive,4.923228457322594,73,Cover
Spin,Full,Leg-stump,111,Sweep,1,0,Defensive,-8.684696607774,18,Slips
Spin,Full,Leg-stump,148,Pull,1,0,Aggressive,-7.594079635648379,111,Long-off
Fast,Good,Middle,134,Cover Drive,0,0,Aggressive,12.253035381480945,41,Point
Spin,Good,Leg-stump,125,Pull,6,0,Aggressive,-7.918067303376829,10,Long-on
Fast,Good,Middle,117,Defensive,4,0,Aggressive,-14.146536962977226,22,Mid-wicket
Fast,Short,Leg-stump,118,Sweep,4,0,Balanced,5.29828659125808,80,Long-off
Spin,Full,Middle,110,Sweep,0,0,Defensive,-0.12907972200840767,69,Square Leg
Spin,Good,Off-stump,129,Defensive,0,0,Aggressive,12.584409271640137,102,Long-on
Fast,Full,Off-stump,134,Edge,6,0,Aggressive,-4.603207594816659,33,Cover
Fast,Short,Leg-stump,125,Straight Drive,0,0,Aggressive,-13.08905402242912,61,Cover
Spin,Good,Leg-stump,124,Pull,4,0,Defensive,4.901809285898345,92,Long-on
Fast,Short,Middle,132,Pull,0,0,Balanced,-4.417561193163303,18,Point
Spin,Full,Leg-stump,122,Cover Drive,4,1,Defensive,3.4901199742138793,78,Long-off
Fast,Full,Middle,113,Sweep,0,0,Defensive,-4.824148936015762,28,Slips
Spin,Full,Off-stump,140,Defensive,4,0,Defensive,3.53086117676267,85,Mid-wicket
Spin,Good,Off-stump,131,Defensive,4,1,Aggressive,14.426637864819682,84,Square Leg
Spin,Good,Middle,133,Defensive,4,0,Balanced,5.7932933200506795,31,Square Leg
Fast,Good,Leg-stump,124,Pull,0,0,Balanced,-9.523511526223066,71,Slips
Fast,Short,Leg-stump,119,Sweep,4,0,Balanced,-8.530871494219738,68,Fine Leg
Spin,Full,Middle,122,Edge,0,0,Defensive,0.2822369281105299,49,Fine Leg
Fast,Good,Middle,135,Straight Drive,6,0,Balanced,-1.5136521178908744,16,Slips
Fast,Good,Leg-stump,111,Flick,0,0,Aggressive,-2.853373759198387,56,Long-on
Spin,Full,Off-stump,122,Pull,0,0,Balanced,-2.5897619106158096,85,Long-on
Spin,Short,Leg-stump,113,Hook,0,1,Aggressive,-7.132680536813246,100,Slips
Fast,Short,Middle,120,Edge,6,0,Aggressive,-5.255358810914867,38,Fine Leg
Fast,Good,Leg-stump,144,Straight Drive,4,0,Aggressive,-6.115401691509515,64,Square Leg
Fast,Short,Off-stump,146,Pull,1,1,Balanced,-11.15023009693985,60,Fine Leg
Spin,Full,Off-stump,135,Defensive,6,0,Aggressive,-10.001437756495298,33,Square Leg
Spin,Short,Middle,111,Pull,0,0,Defensive,-2.8672478867834776,119,Square Leg
Spin,Full,Off-stump,124,Hook,0,0,Balanced,2.7668408774253734,20,Mid-wicket
Spin,Short,Middle,141,Sweep,0,0,Aggressive,-7.240173079362907,75,Long-off
Fast,Good,Leg-stump,134,Cover Drive,3,0,Defensive,-2.576378135243184,91,Point
Fast,Full,Off-stump,137,Edge,0,0,Aggressive,7.7167023929084735,103,Mid-wicket
Fast,Full,Leg-stump,123,Pull,1,0,Aggressive,-6.272226733277975,26,Cover
Spin,Good,Leg-stump,127,Flick,0,0,Defensive,-13.238321149508668,97,Slips
Fast,Short,Middle,119,Pull,3,0,Balanced,10.748127514639428,63,Mid-wicket
Fast,Full,Leg-stump,135,Defensive,1,0,Balanced,8.747198851339554,47,Long-on
Spin,Good,Middle,130,Hook,0,0,Balanced,6.189566740877705,35,Mid-wicket
Fast,Good,Leg-stump,130,Cover Drive,0,0,Balanced,5.075060605700312,117,Long-off
Fast,Short,Middle,131,Straight Drive,4,0,Defensive,9.719657312678574,101,Mid-wicket
Spin,Full,Off-stump,136,Defensive,1,0,Balanced,2.375203019516345,84,Point
Fast,Good,Leg-stump,112,Cut,0,0,Balanced,11.494989766804657,63,Cover
Fast,Full,Off-stump,138,Straight Drive,3,0,Defensive,-5.309368718117357,112,Square Leg
Spin,Short,Leg-stump,144,Pull,0,0,Balanced,0.20451604090900588,99,Long-on
Fast,Short,Leg-stump,122,Defensive,4,0,Balanced,-13.870573031576114,59,Mid-wicket
Fast,Short,Leg-stump,135,Cover Drive,0,0,Defensive,-8.760344991719197,40,Square Leg
Fast,Good,Middle,127,Cut,4,0,Balanced,-7.098673345228322,102,Point
Fast,Short,Middle,110,Straight Drive,0,0,Balanced,-3.541649732555385,48,Long-off
Spin,Full,Off-stump,147,Sweep,0,0,Aggressive,4.038503775547035,105,Mid-wicket
Fast,Short,Leg-stump,122,Pull,2,0,Balanced,-5.155557564014487,119,Slips
Fast,Full,Off-stump,134,Defensive,4,0,Aggressive,2.4501009132371863,117,Slips
Spin,Good,Leg-stump,129,Cover Drive,0,0,Defensive,6.945506864335719,22,Long-on
Fast,Short,Off-stump,137,Pull,6,0,Aggressive,3.253342259096325,60,Cover
Fast,Full,Leg-stump,149,Pull,1,0,Defensive,14.09672875197132,25,Fine Leg
Spin,Short,Leg-stump,115,Edge,1,0,Defensive,-14.821996168980112,49,Long-off
Fast,Good,Leg-stump,131,Flick,0,0,Defensive,5.948979531664921,78,Square Leg
Fast,Full,Off-stump,141,Edge,3,0,Aggressive,-6.879441472465427,118,Cover
Spin,Good,Off-stump,114,Defensive,1,0,Defensive,-8.946138741635753,106,Slips
Fast,Good,Off-stump,117,Flick,1,0,Balanced,2.3789552762709896,15,Point
Spin,Full,Middle,125,Straight Drive,1,0,Balanced,7.138168609706199,68,Fine Leg
Spin,Full,Leg-stump,138,Flick,0,0,Balanced,-5.9089831279246585,89,Slips
Fast,Short,Middle,141,Pull,0,0,Balanced,-14.676872438755588,118,Fine Leg
Fast,Short,Off-stump,120,Sweep,0,0,Aggressive,-2.285236520380785,17,Cover
Fast,Full,Off-stump,143,Straight Drive,1,0,Balanced,-4.049807949546587,111,Long-off
Fast,Short,Off-stump,145,Edge,2,0,Defensive,-6.366000452044499,110,Square Leg
Fast,Short,Off-stump,137,Flick,3,0,Aggressive,8.968290762489431,22,Long-on
Spin,Full,Leg-stump,149,Cover Drive,1,0,Balanced,-7.708790374920652,116,Long-on
Spin,Good,Middle,110,Pull,1,0,Defensive,-8.17121816078998,113,Fine Leg
Fast,Short,Off-stump,142,Flick,6,0,Aggressive,11.374022328251666,90,Long-on
Spin,Short,Leg-stump,131,Straight Drive,4,0,Defensive,14.177656876410325,70,Mid-wicket
Spin,Short,Leg-stump,149,Straight Drive,0,0,Defensive,-0.37685624034666,109,Long-on
Fast,Full,Leg-stump,136,Defensive,0,0,Balanced,-0.6476912143090559,68,Fine Leg
Spin,Short,Off-stump,114,Sweep,1,0,Defensive,-12.321928459590419,68,Mid-wicket
Fast,Full,Off-stump,147,Cut,0,0,Balanced,-8.272622963838632,108,Point
Spin,Short,Leg-stump,133,Cover Drive,6,1,Aggressive,12.834302118857927,43,Point
Fast,Good,Leg-stump,148,Cover Drive,0,0,Aggressive,2.725821698455011,101,Fine Leg
Fast,Full,Leg-stump,137,Sweep,1,1,Aggressive,3.9102375266446217,11,Slips
Fast,Good,Off-stump,116,Hook,0,1,Aggressive,-2.9293823444751936,27,Square Leg
Fast,Short,Off-stump,121,Pull,4,0,Aggressive,1.7048413035848817,37,Mid-wicket
Fast,Full,Leg-stump,123,Flick,2,0,Balanced,-9.066176818722038,22,Long-on
Spin,Short,Off-stump,129,Pull,3,0,Balanced,13.627559156999109,82,Mid-wicket
Fast,Full,Middle,139,Cut,3,0,Balanced,-12.969822283858305,43,Long-on
Fast,Short,Leg-stump,134,Cover Drive,0,0,Defensive,14.816574591990552,106,Fine Leg
Fast,Short,Leg-stump,119,Straight Drive,0,0,Defensive,-0.7130967184770416,11,Fine Leg
Fast,Short,Middle,129,Pull,1,0,Balanced,-11.56655310747376,94,Long-off
Fast,Full,Leg-stump,144,Flick,4,1,Aggressive,-12.392729839324577,29,Mid-wicket
Spin,Full,Leg-stump,112,Defensive,0,0,Aggressive,9.583736831185405,64,Square Leg
Spin,Good,Leg-stump,129,Flick,2,0,Aggressive,1.7714677642912946,10,Fine Leg
Fast,Good,Off-stump,122,Cover Drive,0,1,Balanced,12.063808660205773,27,Fine Leg
Spin,Full,Leg-stump,116,Pull,0,0,Aggressive,4.509048879903077,43,Point
Spin,Good,Middle,116,Defensive,0,0,Balanced,-14.4884558008367,60,Point
Fast,Good,Leg-stump,128,Cover Drive,1,0,Balanced,13.821595993953434,40,Point
Fast,Good,Off-stump,116,Cut,6,0,Defensive,7.401248450904532,83,Mid-wicket
Spin,Short,Leg-stump,138,Flick,0,0,Defensive,12.942101952633266,97,Long-on
Spin,Full,Middle,141,Hook,2,0,Balanced,-6.7545715743740935,118,Cover
Spin,Short,Middle,125,Cover Drive,1,0,Aggressive,14.443162853074696,82,Long-on
Fast,Short,Leg-stump,137,Edge,3,0,Balanced,11.131935482161342,96,Slips
Spin,Good,Off-stump,132,Edge,0,0,Aggressive,3.09896482793388,14,Cover
Spin,Full,Off-stump,123,Straight Drive,3,0,Defensive,-14.819001769440646,37,Long-off
Fast,Good,Leg-stump,140,Pull,0,0,Aggressive,-1.06542730327868,66,Fine Leg
Fast,Good,Leg-stump,123,Defensive,0,0,Aggressive,-4.70264812109709,16,Long-on
Fast,Good,Middle,142,Cut,2,0,Aggressive,14.00824616590474,111,Fine Leg
Fast,Full,Off-stump,147,Straight Drive,0,0,Aggressive,2.48161128984421,62,Mid-wicket
Spin,Full,Middle,134,Cut,4,0,Aggressive,7.519346263318813,65,Long-on
Fast,Good,Off-stump,135,Defensive,0,0,Defensive,11.3043003040172,109,Long-off
Fast,Short,Middle,144,Defensive,3,0,Defensive,12.18593316465125,94,Long-on
Fast,Good,Leg-stump,140,Hook,6,0,Aggressive,14.153888013927894,102,Slips
Spin,Short,Off-stump,113,Hook,0,0,Balanced,-0.5277853883778185,45,Slips
Spin,Full,Middle,114,Cover Drive,4,0,Defensive,-13.366076033658885,19,Cover
Spin,Good,Leg-stump,120,Cut,3,0,Defensive,-13.57024860903835,60,Fine Leg
Spin,Short,Leg-stump,149,Sweep,0,0,Defensive,14.897052687616636,14,Long-off
Spin,Short,Off-stump,112,Straight Drive,4,0,Defensive,4.852527870038795,66,Slips
Spin,Good,Middle,122,Sweep,3,0,Defensive,-11.170020545557557,118,Slips
Spin,Short,Middle,141,Cover Drive,0,0,Aggressive,-2.6328715441117296,95,Mid-wicket
Fast,Short,Leg-stump,137,Cut,4,0,Aggressive,12.374622405497878,33,Slips
Spin,Full,Middle,141,Flick,1,0,Aggressive,11.39848995398112,27,Mid-wicket
Spin,Full,Off-stump,120,Hook,4,0,Defensive,10.972323136550553,66,Slips
Spin,Good,Middle,120,Straight Drive,0,0,Defensive,-1.8607703489080354,49,Cover
Spin,Short,Off-stump,143,Cover Drive,3,0,Aggressive,14.963557931259373,42,Fine Leg
Spin,Good,Off-stump,138,Edge,2,0,Defensive,8.444735138572266,83,Point
Spin,Good,Leg-stump,134,Sweep,1,0,Balanced,4.305701471401882,110,Mid-wicket
Spin,Short,Off-stump,136,Edge,4,0,Aggressive,-0.7901660278649096,73,Mid-wicket
Fast,Short,Leg-stump,115,Edge,0,0,Balanced,-4.89092158720946,43,Cover
Fast,Short,Middle,111,Edge,3,1,Defensive,-3.414941184954607,67,Long-on
Fast,Good,Middle,111,Pull,3,0,Balanced,9.307760792799858,24,Long-on
Fast,Short,Off-stump,126,Pull,2,0,Balanced,-8.687629542893351,111,Mid-wicket
Fast,Good,Off-stump,112,Sweep,0,0,Aggressive,13.140654363344023,58,Long-off
Spin,Full,Leg-stump,148,Hook,3,0,Defensive,-4.693057097029797,99,Long-off
Fast,Full,Middle,117,Sweep,2,0,Defensive,1.1572096781392212,59,Long-off
Spin,Short,Leg-stump,145,Defensive,0,0,Aggressive,14.734810172892828,110,Point
Fast,Good,Off-stump,144,Pull,0,0,Aggressive,12.87717533084113,24,Mid-wicket
Spin,Good,Middle,118,Hook,1,0,Defensive,4.621965052060549,45,Mid-wicket
Fast,Good,Off-stump,127,Straight Drive,0,0,Defensive,8.917444188131785,57,Long-off
Spin,Good,Middle,139,Straight Drive,4,0,Balanced,-9.015765960647741,19,Long-on
Spin,Short,Leg-stump,141,Cut,0,1,Defensive,-8.753239792093604,103,Fine Leg
Spin,Short,Middle,116,Defensive,0,0,Aggressive,-3.737422388005861,117,Long-off
Spin,Short,Middle,145,Edge,0,0,Balanced,7.801046836125035,35,Slips
Spin,Full,Leg-stump,130,Defensive,4,0,Aggressive,-2.292997866649891,46,Square Leg
Spin,Short,Leg-stump,112,Hook,4,0,Defensive,-10.040930889170568,41,Slips
Spin,Short,Middle,123,Flick,0,0,Defensive,8.072611402952376,112,Square Leg
Fast,Good,Off-stump,118,Pull,0,0,Aggressive,6.394548236006294,100,Point
Spin,Short,Middle,138,Hook,0,0,Defensive,1.5558930660730148,65,Long-off
Spin,Full,Middle,112,Flick,1,0,Defensive,11.962434960620143,107,Slips
Spin,Full,Middle,136,Flick,4,0,Balanced,11.84286576145087,22,Slips
Fast,Short,Middle,120,Edge,2,0,Aggressive,-3.2425862391753597,27,Mid-wicket
Spin,Short,Leg-stump,112,Pull,6,0,Aggressive,0.4694043824067986,66,Long-off
Fast,Short,Off-stump,138,Hook,2,0,Defensive,-14.338161613741846,39,Square Leg
Spin,Short,Leg-stump,123,Edge,3,0,Balanced,-11.787531559216248,106,Point
Fast,Good,Middle,119,Cut,0,0,Aggressive,10.793333841332835,18,Cover
Spin,Short,Middle,116,Defensive,1,0,Aggressive,-3.3026240878271,34,Mid-wicket
Fast,Full,Off-stump,113,Defensive,3,1,Aggressive,1.4822506172615064,60,Fine Leg
Spin,Full,Off-stump,124,Straight Drive,2,0,Aggressive,8.069983072275736,61,Cover
Fast,Short,Leg-stump,134,Pull,0,0,Defensive,-13.359297619906954,60,Cover
Spin,Full,Middle,111,Defensive,1,0,Defensive,11.664596395476096,73,Fine Leg
Spin,Good,Off-stump,131,Sweep,6,0,Balanced,-8.770500843935425,90,Cover
Fast,Short,Middle,116,Flick,0,0,Defensive,-0.712216284809994,43,Square Leg
Fast,Short,Off-stump,134,Pull,4,0,Defensive,4.686005848496308,26,Fine Leg
Spin,Good,Leg-stump,141,Cut,6,0,Aggressive,-9.901909532172528,26,Square Leg
Spin,Full,Off-stump,117,Pull,6,0,Aggressive,8.29504304303368,41,Slips
Spin,Short,Off-stump,137,Hook,1,0,Aggressive,-14.785232065828028,76,Mid-wicket
Spin,Good,Middle,112,Cover Drive,0,0,Defensive,12.437072919193998,49,Fine Leg
Spin,Good,Middle,142,Cover Drive,1,0,Defensive,-11.95450183497542,49,Point
Fast,Good,Leg-stump,145,Edge,1,0,Aggressive,-4.235716479865927,71,Long-on
Spin,Full,Middle,135,Hook,1,0,Balanced,-9.091497542294796,78,Point
Spin,Full,Off-stump,128,Cover Drive,4,0,Balanced,-3.495108607146607,47,Long-on
